title,link
电厂汽轮机叶片损坏事故（叶片的损坏而导致的事故占主要部分）,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488444&idx=2&sn=14703d31eb2d860a9f6ae703da163abb&chksm=ce7ddf35f90a5623903ca453c869d28e3e39cdc6ed52baa8b772ff94482a9d5d6c774e094afb#rd
惨烈！650吨吊脱硫塔失误！大臂碎了一地...,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488444&idx=3&sn=d544e76545ddf10a88736997fd035e0d&chksm=ce7ddf35f90a5623532440419628a08c3619689c96ba9f09f283c31dadcd7f78a433fa945733#rd
大修中汽轮机转子吊出以后，做好以下方面的检查才是关键,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488444&idx=4&sn=aca8d09b661def4b6e0a5306d2a0e17e&chksm=ce7ddf35f90a5623b949b940be93c3fd4def758ad0105c4698fd7b461e33d3b8f625732cc02b#rd
【限时免费】超临界机组异常汇编（培训教材）,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488442&idx=1&sn=50d95da333510d57f4aa5d7bed10ea05&chksm=ce7ddf33f90a56259878f0108b842373bb90aaab48c4694dea05ecefdf388091330e12a56907#rd
热电厂FGD 保护动作机组非停事件分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488442&idx=2&sn=72234dd8623e01f4add7ccaf49e3bbae&chksm=ce7ddf33f90a5625fba1ab2cf44271f38aa26a60998aa63de3c52358d2455e80466003d5f2f1#rd
热工人员在投退风机保护因逻辑错误导致风机误跳闸事故分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488442&idx=3&sn=622456597995176ddf0a0b22bceeca08&chksm=ce7ddf33f90a5625a502fc9fe93b6c81f50200573b356fd9669eae2d21070db3bd08fa2d02a6#rd
电厂热工典型事故案例分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488442&idx=4&sn=52f1423ab773f989dfea73d815fe216b&chksm=ce7ddf33f90a562556a8d46ba915570e719f52b95440817e4ef088e27459fd29a1447b1205fb#rd
安全管理哪出问题？电厂热风道漏点补焊事故的调查报告​,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488439&idx=1&sn=de0d7985da81327a62a76fac498b3b0d&chksm=ce7ddf3ef90a56286609c89a38079b9cd3d90fafb1e23616eecf34915e6ea9ea22b9debe48ff#rd
关于某电厂6号炉屏过泄漏停炉分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488439&idx=2&sn=53333a739a3e5aeed3523c008521ab5e&chksm=ce7ddf3ef90a56287ccee78b5e626e9d01faf035f80afb2425c0e0051d88c1442cd74a00f462#rd
管道异物！锅炉屏过泄漏停炉事故报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488439&idx=3&sn=2f7eedef35df9fda3ea77ca2a662fa9f&chksm=ce7ddf3ef90a56282c8ab0cfc62d8a846ef291d8a13e49b7de0438c9b4fac8677220f38630c2#rd
6月19日锅炉再热器热段管道汇集三通焊缝部位裂纹泄漏事故,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488439&idx=4&sn=1feee2476e14933b62eeb9e572c50328&chksm=ce7ddf3ef90a56285d21a273c4905978f31cd51053dccb1c93b325cdaf93c181fa9b77ece168#rd
寒潮蓝色预警继续发布！电厂请提前做好这些准备！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488437&idx=1&sn=452b6e5338f7cf518b912ecfb4c97a1b&chksm=ce7ddf3cf90a562aba44d03207763c2a0b4cb34893f523b84ca6a717f981850f3b8ccb223646#rd
【派生事故】电厂＃9发变组雷击事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488437&idx=2&sn=c79ea672a16000ab1015834b7a90ef59&chksm=ce7ddf3cf90a562af7e0aa2a408d68ba591ac935eb6af52e2d2479f4517a994d57161c28c52e#rd
电厂总工出事！鲍店电厂刮板机伤人事故调查分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488437&idx=3&sn=b4ce43d802bf3e32fc2b5fcc78ae7332&chksm=ce7ddf3cf90a562a17451493b112e0b44e005371b688703a863b91217ad67c320d332ed6b095#rd
“7.09”银溪电厂1#机受雷击事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488437&idx=4&sn=0d57bb01eeb779f5683df56a38a4d444&chksm=ce7ddf3cf90a562a559580c90e6f422dc6b1a7246f2f5b4e3bacbb61059251612ff0b7376691#rd
2号300MW锅炉失火检跳闸事故案例,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488435&idx=1&sn=d3cf027da6dc51cccca0586de933f89b&chksm=ce7ddf3af90a562c3d207c46511c767dfa34aead2621579671cc1bc677aa8490846bf6204756#rd
锅炉燃油系统着火，火检电缆也被烧了！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488435&idx=2&sn=a1c72402bbe7872932e1770f3e146244&chksm=ce7ddf3af90a562c15c8e54810b37b64b82eba6374b6e7f334b68f69815ecc34146bffdea8d4#rd
某发电厂“4•19”真空低跳闸及3号主变压器损坏事故分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488435&idx=3&sn=246034e0879b08f4accfae317b66f530&chksm=ce7ddf3af90a562c298e7b30cf3529e5a404e90608a5d1fa2ae10b7507b8f4308243f2793260#rd
"国庆我在岗,你们呢？",http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488435&idx=4&sn=830bb5e5893cc0b9cbc81f0811812722&chksm=ce7ddf3af90a562c65b94faae11adcd26ce94e2de24398a0419834e12295c98a0da448d6bb66#rd
揪心！6死3伤！“12·23”富欣热电蒸汽管道爆裂事故案例报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488433&idx=1&sn=737c21d465ee9184b2d68adcc27f8e69&chksm=ce7ddf38f90a562e09658714faa61d76f9f4fc115cb17f25dbfa8acd5190ae72d9f7db4d6407#rd
网络堵塞！电厂DCS 控制器出错怎么预防？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488433&idx=2&sn=dd2fc3f2bba88eebb0c7db8fd4a6aa10&chksm=ce7ddf38f90a562e6125e4145868adaf44838450c864160e9b29e6bc6bf3d957dceaccb1101f#rd
奇葩！真有人误动电厂的事故按钮案例,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488433&idx=3&sn=4ba09cf5bb1fffd0d896f8f3c7785dbc&chksm=ce7ddf38f90a562eaa54a76a43ca90a26dcc36874e74512900bbd3bcf6979726691329f8c9da#rd
火电依然是主体！细数六轮电改那些事！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488433&idx=4&sn=54ade07a24935e74a01c6ca207d903b0&chksm=ce7ddf38f90a562e83497eeaeedda6678a26ec5e038f56b983a9e48ebc0e623547d6e29645f3#rd
某电厂因卡件故障导致低压胀差保护误动作机组跳闸事故分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488433&idx=5&sn=88aa5b7da6493be98befc6a1234ecda6&chksm=ce7ddf38f90a562e9e14703049d52d220d0b091f3a643643f7f7bbc8e9638e7ae227a0fff4ad#rd
突发！2022年10月1日一发电厂发生爆炸 致1死2伤,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488429&idx=1&sn=1435e73f7de1698258b0c8499349d951&chksm=ce7ddf24f90a5632be12d09d179b5c646d99b534fb20e72a72ce2a0c6685ac633a2705d4b2a7#rd
电厂工资真的跟我们想的那么高吗？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488429&idx=2&sn=815357a1ff84397ced69866cdbd2d9cb&chksm=ce7ddf24f90a56325d9e5900cca1db008f1fe7512b9f5ed3d3f8010b6fd83260a5331d847bbb#rd
中国第一、韩国第二！世界十大火电巨无霸都在哪？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488429&idx=3&sn=914fd4e5a6d0350982b2445316798620&chksm=ce7ddf24f90a56320b2f1487a95eb71a2d8b531d516c5adc4f2d878e83c5d8bb758c39c39bc9#rd
警惕！44家“假华能”,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488429&idx=4&sn=fc07af7a0a522766ade3bee9c179a518&chksm=ce7ddf24f90a56321a8bbead05f2d923bdb3dadaa456bb8a471c0125fe139db70a108a29fdca#rd
国能广投北海电厂#1机组168小时满负荷试运行一次成功！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488427&idx=1&sn=ea17914bf6be157ca86386760d5076aa&chksm=ce7ddf22f90a5634d9c1e7f302e357096dfd4637622cdf3eb5c5debb97cb370dbc7da55a5c29#rd
20年、1000次的机组跳闸总结，良心之作！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488427&idx=2&sn=1af757fa8a98ef95b30aa82e433c5567&chksm=ce7ddf22f90a5634b748a508ac931176c69bbdd5ba4b96fe11260bcf0e3392007e60fbc72772#rd
某热电厂 “1.23” 煤垛坍塌事故案例,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488427&idx=3&sn=0f2d0f3b43a76b81c70bbb56a0c771b4&chksm=ce7ddf22f90a56347cbd84fed10ec406d154530fe9600b3ca44112d9ddf33466ce5c956fdec5#rd
关于预防电厂锅炉塌焦分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488427&idx=4&sn=3ba746d22698085e8973dbcc006ae96e&chksm=ce7ddf22f90a5634a5cc51c69dcf9111f460c9f59541eec94cee489e4d1e6d0cc16da57907e4#rd
主变冷却器电源切换引起全停保护误动,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488425&idx=1&sn=b6c9c8f6e80cfb5a212e48df82ccc19f&chksm=ce7ddf20f90a563644152d63da05df44abeec585e03c8904443a3a05f3c839b25f7a5327f00f#rd
某电厂A侧空预器瞬间卡涩锅炉熄火事故,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488425&idx=2&sn=3650d624d0c528e903e89f6e26978580&chksm=ce7ddf20f90a563609968f9d647a347a409f5e671852e1eb8486eddd4ac958c15188c511961f#rd
锅炉A空预器主电机非侧轴承异音注意事项,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488425&idx=3&sn=577f8cd69e7b581d1c91617270bb28f9&chksm=ce7ddf20f90a5636d7b0e36c9bbe0fa9abb7e47201b38538899e728ecc4ba07467569cfc0d30#rd
阜康电厂“12·29”#2炉水冷壁泄漏调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488425&idx=4&sn=ffd08676c679a3d995c73dd9f2ba7c13&chksm=ce7ddf20f90a563644db47f172a7bf8ad68e167ca0114fdd1c030f9d2e9eca12db35b9db629c#rd
关于新疆某电厂误关风门造成机组非停的事故,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488423&idx=1&sn=498428235a4c6336015caed3e2495abf&chksm=ce7ddf2ef90a5638ed5f206418458c0e75cd1c98c7914b333d879da60ee7fa999ef0b39a01d9#rd
乱象：全国几乎没有作业票是合格的！《关于严明安全生产专家工作纪律的函》,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488423&idx=2&sn=1ef69a095949d4845d61a8eed19d1032&chksm=ce7ddf2ef90a56382ba36a695e6a4b24f7089b035ffcaed87d85b38acce0d9543bc317be1964#rd
电厂DCS运行中出现的这些故障问题你需要知道！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488423&idx=3&sn=f608c990650bf3b7c1f8481b23a801aa&chksm=ce7ddf2ef90a56388f73f70fd240d4cc1851e2ffc7171d53b60186b03ac1ad05be4b93e3daf7#rd
火电机组DCS通讯典型故障案例分析与治理,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488423&idx=4&sn=1a96c9b9c3e3fa1a238cffbb9c9c504d&chksm=ce7ddf2ef90a5638f3ccc979d59df61eb4374b6e8cbcbe261ae455f43edfd91fafe9147e1a6e#rd
同时投产运营！广州环投集团两大生活垃圾焚烧发电项目正式投产,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488421&idx=1&sn=2c86da76272d13304c664653c5d4ac54&chksm=ce7ddf2cf90a563a687fe26791d16420f32a1d19258468f3608b2862213e0ca442a150b1ef5a#rd
猛料！电厂危急遮断器滑阀深度挖掘！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488421&idx=2&sn=8daf5874c1259ccd0553ce55c4de83d7&chksm=ce7ddf2cf90a563ad2f565c567054ac672cb7df89dc6d8a1510ac971ef5e8f67122aa02f1c24#rd
电厂汽轮机电超速与机械超速保护的区别,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488421&idx=3&sn=611567cec09481891e4362120c986dd3&chksm=ce7ddf2cf90a563acffae153e1a9315d6d6636b79b216bc1ef4ab6de8e202e6cf30dc9bd3ae5#rd
关于#1汽轮机危急保安器突然漏油引起火灾事故的调查分析报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488421&idx=4&sn=f3c97fee128ab74d6bf6e7750ac95762&chksm=ce7ddf2cf90a563a506edb29550d7f758b0c3ffaad31822d95585a8bc215449d7ddf60f6ed37#rd
重磅!9月27日华能、华电同日换帅,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488419&idx=1&sn=aca7ed356cf4ff59eaba422ee6da16ca&chksm=ce7ddf2af90a563c51847047e4c34c1ff7d66aeffd1e28be3c3d99b8e75c81e6e56d1519493e#rd
某电厂锅炉布袋除尘器烧损事件，18人被考核！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488419&idx=2&sn=a762ec76761ffe2ee6da27857f298dfd&chksm=ce7ddf2af90a563c8033527cf39c820c397585bed9b0c43702c6190e4919fea1b750a608218c#rd
国家能源博兴2x1000MW新建项目正式开工,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488419&idx=3&sn=cd27198a90d2aa4af5f57ec926e1c0f0&chksm=ce7ddf2af90a563c41fb2fc8037051fe7c8f849f7c7ca161cb9a727852ed6f1a342d0d07225d#rd
中国垃圾焚烧发电厂产能规模百强榜全新出炉,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488419&idx=4&sn=9cdc4f86955ed6c0d48762236fffa632&chksm=ce7ddf2af90a563c432afc654442cdfaf8c6ba08380abb3bc645544a93b8d4ccc8da9a9f2e82#rd
广西：禁止新（扩）建燃煤自备电厂,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488417&idx=1&sn=18efd95a1ffe84c2b3b907744337f4a5&chksm=ce7ddf28f90a563e02649e416237f549cf885f2cbb24d11764305217ed3d5e8e2b0664114d2d#rd
苏州海陆重工“4·22”高处坠落事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488417&idx=2&sn=4bf40b93d05814081bb92dad4244492e&chksm=ce7ddf28f90a563e4f443562b357e8abf42f619248bbc98b6526163fdfc0eea6a2cd17fe3fc7#rd
陆丰甲湖湾电厂3、4号机组扩建工程可研报告(简版),http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488417&idx=3&sn=801bcf36fc80aa08133bcce9babe0645&chksm=ce7ddf28f90a563e7d9b23ff1bdb4ef03d7b687ebb1f5d921cdc47969cfe5d61dac05cc869c4#rd
国家能源集团清远电厂2×1000MW机组新建工程相关的7项中标候选人公示,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488417&idx=4&sn=27c0aeb3bf09020c7095babe3dcb013c&chksm=ce7ddf28f90a563ed4e69ee53aeaf3c8a41a920e0691f40427da0758568ddb2a5c040b8524ab#rd
喜讯！白音华自备电厂1号机组通过168小时满负荷试运,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488414&idx=1&sn=ecede1c74a89836003c094f5c5f9433e&chksm=ce7ddf17f90a56012dfe708f35583fc14b150c65c11e71ad0ec3768bb1169082cf9b01636f5f#rd
揪心！6死3伤！“12·23”富欣热电蒸汽管道爆裂事故案例报告出炉了!!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488414&idx=2&sn=235311affd1c1085b33a2d6e390222df&chksm=ce7ddf17f90a56015df490eca6274caacdb36d4092d68b2cb8556c56d2f9ee88e90c75aa7734#rd
9月20日贵州盘南2×660MW CFB项目获得核准,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488414&idx=3&sn=9f9757fff1bbbea27a6365c35a3e0896&chksm=ce7ddf17f90a5601fb977865642be6e3364bb6f43db041d860c9d2836c9600be7f89f334f344#rd
华润蒲圻三期2×1000MW超超临界燃煤发电机组三大主机,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488414&idx=4&sn=cda883f798d90b3fdd98a739acaded91&chksm=ce7ddf17f90a5601bb1a1731830877341a7ed565929683a1d0b3d2da0fe68d6dd87a77a98c81#rd
有意思！五大发电在岗人数人少了，收入也少了？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488412&idx=1&sn=d89287f6b2958728797a467b42c55eb4&chksm=ce7ddf15f90a56037c9e7d65dd6c96df1a45f4f4e20a913711cba40080399f137c798c791a77#rd
7月16日宁波某热电厂脱硫塔检修过程中失火！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488412&idx=2&sn=e9ad9596e3fab035f9934eed20366e58&chksm=ce7ddf15f90a5603a6019df517521aec310eaa8fe47ff1a621bfc5ca51c12ae26c2526716483#rd
2022年3月6日浙江某电厂粗灰库清灰作业发生1起1人死亡的人身事故,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488412&idx=3&sn=6e557f19b08f976606d9cf874305b0a3&chksm=ce7ddf15f90a5603a4eb7201faa0ee718af7d7f30a3db423509266a6bbd913727f1dddfc031d#rd
关于余热发电锅炉检修9人煤气中毒死亡事故的通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488412&idx=4&sn=9d2a44dbcbeb818d968361ce77b6a7cb&chksm=ce7ddf15f90a5603d12aa84b3bd3b3d2c2b2bfbdc64b3693b32ad6770a2b8fe1b62ca862204e#rd
【前车之鉴】某垃圾发电厂两台垃圾吊停料4小时事件通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488410&idx=1&sn=ce86bfad87bf0bbe57d51c427df62cbe&chksm=ce7ddf13f90a5605dcb3da0385f9c9e8ff0613ae5edbda6345ac669b875cfd51d533adc120b3#rd
喜报 | 华润宁武#1机组通过168小时试运行,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488410&idx=2&sn=bbecc3e3d53d0402865a6b25721b58d8&chksm=ce7ddf13f90a56051be25452b669dc5699836306d964df77cfe4590f0937bfef3a3c83c85e55#rd
徐州某电厂2.22输煤皮带着火事故报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488410&idx=3&sn=a4a2ddd6f375ab4acb17ee114e157f83&chksm=ce7ddf13f90a5605b12cc9cd01564c3acb01372bceacef7cd765eab19b54beb4b4fff8486825#rd
回应了丨原平市电厂附近乱倒电厂粉煤灰污染环境的问题谁来管？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488410&idx=4&sn=034ea8d4544cbcc90a8ab82872cff5a6&chksm=ce7ddf13f90a5605000d8f434a307ec9117cc54daf7d8d6febb3212f239a4b8826bfc12586c6#rd
突发！脱硫塔着火...隔着屏幕感受绝望!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488408&idx=1&sn=6637bb73ea2c66ea0fcb9fb5b90d40b2&chksm=ce7ddf11f90a5607ae8c032c35b5417ddc6069505ec710d91b607cde6f307aa8b3fbe49a1bac#rd
华能集团领导层调整！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488408&idx=2&sn=6b064ce8ba970b6fd6a0417ee69d63df&chksm=ce7ddf11f90a56079517e582911b72cc28a75d4ffdb871605eef39fad901a9d7fe452b515902#rd
发电机出口PT（电压互感器），这些知识你会不会？,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488408&idx=3&sn=423eb5f3d7e59c53a26200a548a5b082&chksm=ce7ddf11f90a56076f83e7628ad3bf64938ff03d5a90c69043f28d06daff6967dddd495d47d1#rd
河南2×350MW民生热电工程开工,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488408&idx=4&sn=b1ba0d5df592741be89d3adda1abe493&chksm=ce7ddf11f90a560719f714aa6a1d9533789f4bbb7e9da9643c18aebf6e4202e86069e8a9d6ea#rd
国能惠州电厂二期燃气热电联产项目建安工程合同签订,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488408&idx=5&sn=a17f4607729bac64f2c010619268acf5&chksm=ce7ddf11f90a56071f6c5bd741e2a6a9b62f0b189b85ccf4d594aad9cfd5f081ed15d620f995#rd
突发！输煤皮带着火视频流出,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488406&idx=1&sn=280032a47ec83d0bac32b07979e320a2&chksm=ce7ddf1ff90a560968a6a28d711224d91d7d3b77df46a58f98ec822efd9e1f1e2ad78dbe6c8e#rd
宁波众茂杭州湾热电输煤“6.5”较大事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488406&idx=2&sn=b53485e7b7010ef15222a0a378543b85&chksm=ce7ddf1ff90a5609bd95218d5482a9526c487c5c7a2360c087c869eed8162e032a573f1df22d#rd
电厂“工作票”和“操作票”执行细则,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488406&idx=3&sn=f112c7e6c3f5d819da5e71ddc8fd2107&chksm=ce7ddf1ff90a56092efde2458306df5e9fd1e94be08d5d4ec26095ffd7b78503ed09a81e3bab#rd
断煤！断煤！​！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488406&idx=4&sn=e2d99ee3aca3ae779ff2319d3542d51f&chksm=ce7ddf1ff90a5609e32e54bd07b7c27020968792801d4a0270ee8dba530a0cd2e2baa1c72b2d#rd
2022年4月11日安徽某热电厂事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488404&idx=1&sn=81dc42a9a62de449476d50d4bacd345c&chksm=ce7ddf1df90a560b243746d647170e6722151db4fd6b3c586bc9f4f48f4f8d727ca3b1df1fce#rd
宁夏某热电公司“6.23”人身伤亡事故的通报,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488404&idx=2&sn=7399bee5730877c00c67444dd5ba1ece&chksm=ce7ddf1df90a560b185f23ebc6df1f004c6b2e8bdbf01973920fd07f7500fa3740cfadd69ada#rd
福建华电可门电厂#8输煤皮带着火案例,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488404&idx=3&sn=1caf6d052363d23dda7c2870da7cd39e&chksm=ce7ddf1df90a560b3ab12b08af087ce7232f530a6877f9f0831acb82aee6161822195b75081c#rd
两地原能源局局长被查！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488402&idx=1&sn=8734e9ca45174ce30fcb90e43e32a030&chksm=ce7ddf1bf90a560d2e295ac87b36f944f97e797a6807ae9c9cfc8b10df86e08527a3079657e2#rd
津能热电锅炉检修人身事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488402&idx=2&sn=46261be222acf30b2b21c384cc3e41ab&chksm=ce7ddf1bf90a560d5ac0bb039a51098f0ca7027f224438c74ce4df7b34aa7ecd3ca238061b6e#rd
某电厂锅炉高温过热器出口爆管失效分析,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488402&idx=3&sn=021fc9e2f3a5a06e2297e73e47ce804b&chksm=ce7ddf1bf90a560db087d4d4022e1e8a0e96aeaa7939b0c7a6d5fe5139123b6c6b7bf45aea90#rd
曾是一方能源局局长的他，被“双开”,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488402&idx=4&sn=b9eb1cd8e458a0820dcd281f08aa9906&chksm=ce7ddf1bf90a560d3aef9339dc29357416a21768b156266ce88ca6b5ff81354e5b9ed8cc2c04#rd
国家能源局公布！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488400&idx=1&sn=faebb3f94e0d0bd0f3014226dcdab899&chksm=ce7ddf19f90a560fca27152759b76438fdf6bec9a7bb1996e56976f125261677bad9adba963f#rd
规范佩戴安全帽!!!,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488400&idx=2&sn=b1925293e5bcb6e24ef6b9cf3d9ddb01&chksm=ce7ddf19f90a560f14984d3b2cc229da7e435a8501be01022c56a1ba251ee45fdef5ea385d18#rd
甘肃某热电“9.14”触电事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488400&idx=3&sn=a5478402a6f8df9d58b6b066ca100b11&chksm=ce7ddf19f90a560f813e5b0e4eedd879dc57849c1ee2385c97426d2d016196d4a620d2e56982#rd
杭州某热电有限公司“11·25”高处坠落事故调查报告公布！,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488400&idx=4&sn=e07921bd0787ba794d0448526522cd9f&chksm=ce7ddf19f90a560f9d1ae7c778d45957f1f22ddcc975fb341e6555a5f81d0f7aa259f4124aad#rd
金川集团热电有限公司“7.23”高处坠落事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488398&idx=1&sn=6bac4a40c3db713dfcb780ccd157770d&chksm=ce7ddf07f90a561149c1b6c5a72043605b12a1d99231dcf8279c23a6189605ac2de04042ffbb#rd
4死！关于电厂脱硫吸收塔内施工高处坠落事故调查报告,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488398&idx=3&sn=4fa78b56aff0552fa29580b72f7d4a08&chksm=ce7ddf07f90a56113b24d92a2bfa182d8ad70978442f26624f3e516235445f84f4c2df4a6cc1#rd
违规动火，致命作业！动火作业风险及管控,http://mp.weixin.qq.com/s?__biz=Mzg2MzE4MjMxMA==&mid=2247488398&idx=4&sn=e7fd0c77c84a45eb701bb054414f565b&chksm=ce7ddf07f90a561167c53f4fa717118a8f88cb2b7d00c7d351218cf7d71d4b6810c02e28b609#rd
